0	1.000000
50	0.001720
100	0.000570
150	0.000280
200	0.000190
250	0.000280
300	0.000150
350	0.000080
400	0.000090
450	0.000060
500	0.000060
550	0.000060
600	0.000050
650	0.000030
700	0.000020
750	0.000000
800	0.000020
850	0.000020
900	0.000010
950	0.000020
1000	0.000020
1050	0.000010
1100	0.000040
1150	0.000010
1200	0.000000
1250	0.000000
1300	0.000000
1350	0.000000
1400	0.000010
1450	0.000000
1500	0.000010
1550	0.000000
1600	0.000010
1650	0.000000
1700	0.000000
1750	0.000010
1800	0.000030
1850	0.000000
1900	0.000010
1950	0.000010
2000	0.000000
2050	0.000000
2100	0.000010
2150	0.000000
2200	0.000010
2250	0.000010
2300	0.000000
2350	0.000010
2400	0.000000
2450	0.000000
2500	0.000000
2550	0.000010
2600	0.000010
2650	0.000000
2700	0.000000
2750	0.000000
2800	0.000000
2850	0.000000
2900	0.000010
2950	0.000000
3000	0.000010
3050	0.000000
3100	0.000000
3150	0.000010
3200	0.000000
3250	0.000020
3300	0.000000
3350	0.000000
3400	0.000000
3450	0.000010
3500	0.000000
3550	0.000000
3600	0.000000
3650	0.000000
3700	0.000010
3750	0.000000
3800	0.000000
3850	0.000000
3900	0.000010
3950	0.000000
4000	0.000000
4050	0.000000
4100	0.000010
4150	0.000000
4200	0.000010
4250	0.000010
4300	0.000010
4350	0.000000
4400	0.000000
4450	0.000000
4500	0.000000
4550	0.000000
4600	0.000000
4650	0.000000
4700	0.000000
4750	0.000000
4800	0.000000
4850	0.000000
4900	0.000010
4950	0.000010
5000	0.000000
